,BreweryName,BreweryType,Latitude,Longitude,County,State
1153,Pure Order Brewing Co,micro,34.4235120714286,-119.686497857143,Santa Barbara,CA
1154,Pure Project,micro,32.8883015070801,-117.155535128534,San Diego,CA
1155,Quantum Brewing Co,micro,32.8901624,-117.1170304,San Diego,CA
1156,Red Branch Brewing Company / Rabbits Foot Meadery,micro,37.40446295,-121.992082676137,Santa Clara,CA
1157,Red Car Brewery and Restaurant,brewpub,33.8353441138618,-118.316127395501,Los Angeles,CA
1158,Red Tandem Brewery,micro,34.2068743,-119.2474328,Ventura,CA
1159,Rescue Brewing Co,micro,34.0958210564326,-117.648520315882,San Bernardino,CA
1160,Resident Brewing,micro,32.7166799540699,-117.160878508811,San Diego,CA
1161,Riip Beer Company,micro,33.6480028,-117.9872302,Orange,CA
1162,Riley's Brew Pub,brewpub,36.855494,-119.6452626,Fresno,CA
1163,Riley's Brewing Co,micro,36.9744555309876,-120.020622554844,Madera,CA
1164,Rincon Brewery,brewpub,34.39834,-119.517858636364,Santa Barbara,CA
1165,Rip Current Brewing North Park,brewpub,32.752388,-117.129808,San Diego,CA
1166,Ritual Brewing Co,micro,34.0705986,-117.2369995,San Bernardino,CA
1167,River Rock Brewery,micro,38.253278904173,-121.300412597904,Sacramento,CA
1168,Rocksteady Brewing Co.,brewpub,38.0177998,-122.137811869831,Contra Costa,CA
1169,Rocland Beverage Co,contract,39.126287,-123.199573,Mendocino,CA
1170,Roses' Taproom,micro,37.8143551,-122.2683709,Alameda,CA
1171,Ruhstaller Beer,micro,38.5800452765957,-121.497428042553,Sacramento,CA
1172,Russian River Brewing Co,regional,38.4418139,-122.7116607,Sonoma,CA
1173,Russian River Brewing Co - Production,micro,38.4216577,-122.7094385,Sonoma,CA
1174,Sackbut Brewing and Barrelwerks,micro,36.7394665849273,-119.771520598509,Fresno,CA
1175,Sacrament Brewing,micro,38.5779492653061,-121.484927510204,Sacramento,CA
1176,Sacrilege Brewing Project,brewpub,37.460938,-122.42991315,San Mateo,CA
1177,San Fernando Brewing Co.,micro,34.2828803013451,-118.432206748452,Los Angeles,CA
1178,San Pedro Brewing Co,brewpub,33.7386421,-118.2842712,Los Angeles,CA
1179,Sandude Brewing Co,micro,37.479896,-120.859873,Stanislaus,CA
1180,Santa Barbara Brewing Co,brewpub,34.4404959,-119.7526684,Santa Barbara,CA
1181,Santa Clara Valley Brewing,micro,37.3163530780456,-121.873871843909,Santa Clara,CA
1182,Scholb Premium Ales,micro,33.8431475,-118.339288,Los Angeles,CA
1183,Seaquake Brewing,brewpub,41.749045,-124.200063,Del Norte,CA
1184,Second Chance Beer Company,micro,32.994888,-117.082033,San Diego,CA
1185,Second Son Brews,micro,36.9341605917925,-119.858096535425,Madera,CA
1186,Seismic Brewing Co,micro,38.4042274995945,-122.723620271205,Sonoma,CA
1187,Sidellis Lake Tahoe,brewpub,38.9447279499115,-119.969867893245,El Dorado,CA
1188,Sierra Nevada Brewing Co,regional,39.7257632,-121.8098801,Butte,CA
1189,Silo's,brewpub,38.29617,-122.2828832,Napa,CA
1190,Six Rivers Brewery,brewpub,40.9260642,-124.1003888,Humboldt,CA
1191,SLO Brewing Co,micro,35.2793012,-120.6640407,San Luis Obispo,CA
1192,Smog City Brewing Wood Cellar,micro,33.8467722,-118.3180205,Los Angeles,CA
1193,Smoke Mountain Brewery,micro,34.3942095907318,-119.443877930774,Ventura,CA
1194,Snowshoe Brewing Co,brewpub,38.2423881,-120.3617024,Calaveras,CA
1195,Social Kitchen & Brewery,brewpub,37.7635041,-122.466066221684,San Francisco,CA
1196,Societe Brewing Company,micro,32.8338146,-117.1463568,San Diego,CA
1197,Solvang Brewing Co,brewpub,34.5961546638664,-120.144866279994,Santa Barbara,CA
1198,Solvang Brewing Company - Lompoc,brewpub,34.6419814,-120.4574527,Santa Barbara,CA
1199,Sonoma Grille,brewpub,38.2920432165175,-122.459982098514,Sonoma,CA
1200,Sons of Liberty Aleworks,micro,33.9277892,-117.5597542,Riverside,CA
1201,Soquel Fermentation Project,micro,37.226611,-121.9746797,Santa Clara,CA
1202,South Bay Brewco,contract,37.3331712,-121.8541694,Santa Clara,CA
1203,South Gate Brewing Co,brewpub,37.3317277386243,-119.661803800305,Madera,CA
1204,South Park Brewing,brewpub,32.7470971,-117.130074,San Diego,CA
1205,Southern Pacific Brewing,brewpub,37.7601311,-122.4139896,San Francisco,CA
1206,Southpaw BBQ & Southern Cooking,brewpub,37.7634391,-122.4195306,San Francisco,CA
1207,Speakeasy Ales and Lagers,micro,37.7385453061224,-122.380855673469,San Francisco,CA
1208,St Clair Brown Winery & Brewery,micro,38.304877,-122.286082,Napa,CA
1209,Stadium Pizza - Murrieta,brewpub,33.5934457955804,-117.247952896829,Riverside,CA
1210,Standard Deviant Brewing,micro,37.7683792941177,-122.419598352941,San Francisco,CA
1211,Star B Ranch,planning,33.035378,-116.867513220741,San Diego,CA
1212,Steady Brewing,micro,33.825078,-118.133923,Los Angeles,CA
1213,Steelhead Brewing Co - Burlingame Station,brewpub,37.5799728,-122.346260663132,San Mateo,CA
1214,Stereo Brewing Co,micro,33.8633095660543,-117.820080198027,Orange,CA
1215,Stone Brewing Co,regional,33.109969,-117.11565,San Diego,CA
1216,Stone Church Brewing,micro,33.8131807,-117.5046237,Riverside,CA
1217,"Storytellers Brewery and Meet House, LLC",planning,33.8752945,-117.5664449,Riverside,CA
1218,Stover Brewing,planning,32.7174209,-117.1627714,San Diego,CA
1219,Strand Brewing Co,micro,33.8414814,-118.3240401,Los Angeles,CA
1220,Strum Brewing Company,micro,34.0615608571429,-117.641250485714,San Bernardino,CA
1221,Stumblefoot Brewing,micro,33.1041969447363,-117.219483815862,San Diego,CA
1222,Stumptown Brewery,brewpub,38.5132067725656,-122.983801660587,Sonoma,CA
1223,Sudwerk Brewing Co,micro,38.546614,-121.726084,Yolo,CA
1224,Sundowner Brewing Co.,micro,34.1448948428425,-118.796231032952,Los Angeles,CA
1225,Sunset Reservoir Brewing Company,brewpub,37.7538314,-122.4823594,San Francisco,CA
1226,Super Owl Brewing,micro,38.5536351536866,-121.787547042088,Yolo,CA
1227,Surfridge Brewing Company,planning,33.912594,-118.383179,Los Angeles,CA
1228,Sutter Buttes Brewing,brewpub,39.1372328602599,-121.614914694766,Sutter,CA
1229,Tack Brewing,planning,37.8044557,-122.2713563,Alameda,CA
1230,Tactical OPS Brewing Inc.,proprietor,36.7913344,-119.6761563,Fresno,CA
1231,Tahoe Mountain Brewing Company,brewpub,39.170687,-120.141663,Placer,CA
1232,Taplands Brewery,brewpub,37.3481478859025,-121.946024306771,Santa Clara,CA
1233,TAPS Brewery and Barrel Room,planning,33.7458511,-117.826166,Orange,CA
1234,TAPS Fish House and Brewery - Corona,brewpub,33.8140831529874,-117.508854100175,Riverside,CA
1235,Tarantula Hill Brewing Company,planning,34.17142715,-118.910587729744,Ventura,CA
1236,Tarla Mediterranean Bar and Grill,brewpub,38.2971973781702,-122.289764974638,Napa,CA
1237,Teeccino Brewing Company,planning,34.3988838,-119.5184564,Santa Barbara,CA
1238,Telegraph Brewing Co,micro,34.4228600952381,-119.688165095238,Santa Barbara,CA
1239,Temblor Brewing Company,brewpub,35.3885985,-119.043071,Kern,CA
1240,Temescal Brewing,micro,37.8303644,-122.2645038,Alameda,CA
1241,Ten Mile Brewing,micro,33.8043697,-118.1806752,Los Angeles,CA
1242,Tenacious Brewing Company,planning,32.7174209,-117.1627714,San Diego,CA
1243,The Bell Marker,brewpub,32.597261,-117.0763473,San Diego,CA
1244,The Blue Poppy Brewery,planning,33.8901096,-117.8249705,Orange,CA
1245,The Booth Brewing Co.,micro,40.80226985,-124.174307223734,Humboldt,CA
1246,The Brewhouse,brewpub,34.4124557391304,-119.69542473913,Santa Barbara,CA
1247,The Fat Cat Beer Co,contract,32.8486900816327,-117.272442979592,San Diego,CA
1248,The Runway By Patrick,brewpub,38.2171014,-122.2730244,Napa,CA
1249,The Stalking Horse,brewpub,34.0478786,-118.3273271,Los Angeles,CA
1250,There Does Not Exist,planning,35.2827525,-120.6596156,San Luis Obispo,CA
1251,Third Street Aleworks,brewpub,38.43982595007,-122.713217499838,Sonoma,CA
1252,ThirstyBear Organic Brewery,brewpub,37.785543,-122.399512,San Francisco,CA
1253,Thorn Brewing Co,micro,32.702171,-117.147735,San Diego,CA
1254,Thorn Street Brewery,micro,32.739337,-117.125379,San Diego,CA
1255,Thr3e Punks Ale,micro,32.642827,-117.080107,San Diego,CA
1256,Three Forks Bakery & Brewing Company,brewpub,39.2629979755326,-121.017467013289,Nevada,CA
1257,Three Mile Brewing Co,micro,38.5440352156362,-121.739122047377,Yolo,CA
1258,Tied House Cafe and Brewery-Mtn View,brewpub,37.3946092,-122.0806432,Santa Clara,CA
1259,Tilted Mash Brewery,micro,38.3880465600215,-121.361147165058,Sacramento,CA
1260,Tioga-Sequoia Brewing Co,micro,36.7307167943916,-119.78830790357,Fresno,CA
1261,Toolbox Brewing Company,micro,33.1359933445993,-117.223973334188,San Diego,CA
1262,Topsy's,brewpub,37.7905261428571,-122.403877942857,San Francisco,CA
1263,Toro Creek Brewing Co,micro,35.6262455,-120.6872603,San Luis Obispo,CA
1264,Tortugo Brewing Company,planning,33.96185,-118.3550377,Los Angeles,CA
1265,Touchstone Brewing Company,planning,38.5815719,-121.4943996,Sacramento,CA
1266,Toy Soldier,brewpub,37.7912978125,-122.403671041667,San Francisco,CA
1267,Trade Brewing,micro,38.3007339591837,-122.282183755102,Napa,CA
1268,Trail Dog Brewing Co.,planning,38.1061979,-122.5681191,Marin,CA
1269,Transmission Brewing Company,planning,34.1976308,-119.1803818,Ventura,CA
1270,Triple Rock Brewery and Alehouse,brewpub,37.873419,-122.268746,Alameda,CA
1271,Triple Voodoo Brewing Co,micro,37.7611618,-122.3884378,San Francisco,CA
1272,Trumer Brewery,regional,37.8768652612762,-122.303026514994,Alameda,CA
1273,TUYA SuperBrewing Co.,planning,36.974201,-122.0297182,Santa Cruz,CA
1274,TW Pitchers Brewing Co,contract,37.7630777142857,-122.475048571429,San Francisco,CA
1275,Two Dude Brew,planning,38.9582307,-122.6263728,Lake,CA
1276,Ukiah Brewing Co,brewpub,39.1494585102041,-123.207638326531,Mendocino,CA
1277,Uproar Brewing,brewpub,37.329391892769,-121.885637335649,Santa Clara,CA
1278,Urge Gastropub & Common House/Mason Ale Works,brewpub,33.135679,-117.158627,San Diego,CA
1279,Venice Ale House Brewing Co,contract,33.994634,-118.480274,Los Angeles,CA
1280,Venice Duck Brewery,contract,33.995044,-118.4668875,Los Angeles,CA
1281,Ventura Coast Brewing Company,micro,34.2798839375,-119.294558770833,Ventura,CA
1282,Verdugo West Brewing Company,micro,34.17375015,-118.310368236032,Los Angeles,CA
1283,Wavelength Brewing Company,micro,33.2028185,-117.2418841,San Diego,CA
1284,Westlake Brewing & Libation,micro,34.161542,-118.809516,Ventura,CA
1285,White Labs Tasting Room,micro,32.895843,-117.121435,San Diego,CA
1286,Whole Foods Market Brewing Company- Floodcraft Brewing,brewpub,37.3315931,-121.9087451,Santa Clara,CA
1287,Wild Barrel Brewing Company,micro,33.140152,-117.145752,San Diego,CA
1288,Wildcard Brewing Company,micro,40.562008,-122.298177,Shasta,CA
1289,Wiretap Brewing Corporation,micro,34.0685234551287,-118.222037638743,Los Angeles,CA
1290,Woodfour Brewing Company,brewpub,38.4033133,-122.8211041,Sonoma,CA
1291,Woodhouse Blending & Brewing,planning,36.974201,-122.0297182,Santa Cruz,CA
1292,Woods Beer Company,brewpub,37.8069575,-122.2704253,Alameda,CA
1293,Woody's Brewery,brewpub,40.585948,-122.395336666667,Shasta,CA
1294,Yeti Restaurant,brewpub,38.4497163635054,-122.688361,Sonoma,CA
1295,Yolo Brewing Co,micro,38.56942885,-121.541958488954,Yolo,CA
1296,Yorkshire Square Brewing Co.,micro,33.8372008461408,-118.316350719908,Los Angeles,CA
1297,Zone 9 Brewing Company,micro,36.8261033101924,-119.690656660515,Fresno,CA
1298,Zymurgy Brew Works,micro,33.8635371,-118.3524672,Los Angeles,CA
1299,10 Barrel Brewing Co - Denver,large,39.7592508,-104.9853655,Denver,CO
1300,105 West Brewing Co,micro,39.3826949498803,-104.866720584377,Douglas,CO
1301,12Degree Brewing,brewpub,39.9782443,-105.1319826,Boulder,CO
1302,14er Brewing Company,proprietor,39.7614112,-104.9839636,Denver,CO
1303,4B's Brewery,brewpub,38.900614,-107.925782,Delta,CO
1304,6 & 40 Brewery/Taproom,planning,39.6311085,-105.11005818223,Jefferson,CO
1305,Acidulous Brewing Company,contract,39.5383949,-105.1059543,Jefferson,CO
1306,Aero Craft Brewing,planning,39.7391428,-104.984696,Denver,CO
1307,Angry James Brewing Co,micro,39.633068949504,-106.076463748612,Summit,CO
1308,Anheuser-Busch Inc - Fort Collins,large,40.6181781101695,-105.001968629944,Larimer,CO
1309,Animas Brewing Co,brewpub,37.2799721542463,-107.876991231164,La Plata,CO
1310,Aspen Brewing Company,micro,39.2215340164332,-106.859774744915,Pitkin,CO
1311,Atom Brewing Company,micro,40.0488359023256,-105.054232695768,Weld,CO
1312,Avalanche Brewing Co,brewpub,37.8098898995374,-107.664790985118,San Juan,CO
1313,Banded Oak Brewing Company,brewpub,39.7282897,-104.9874187,Denver,CO
1314,Barrel Dog Brewing,micro,39.6361637,-105.321457978674,Jefferson,CO
1315,Beer By Design Brewery,contract,39.9285623,-104.9417886,Adams,CO
1316,Bierstadt Lagerhaus,brewpub,39.7630094,-104.9838084,Denver,CO
1317,Big Thompson Brewery,micro,40.4081124285714,-105.074668714286,Larimer,CO
1318,BJs Restaurant & Brewery - Boulder,brewpub,40.0291592,-105.258512,Boulder,CO
1319,Black Beak Brewing,planning,39.7391428,-104.984696,Denver,CO
1320,Black Cat Brewing,planning,40.0149856,-105.2705456,Boulder,CO
1321,Black Project Spontaneous & Wild Ales,micro,39.6933607,-104.9872018,Denver,CO
1322,Black Shirt Brewing Co,brewpub,39.7698142,-104.9729604,Denver,CO
1323,Black Sky Brewery,brewpub,39.7239431,-104.9983183,Denver,CO
1324,Blue Moon Brewery,large,39.7735561,-104.9769417,Denver,CO
1325,Bonfire Brewing,micro,39.6553196561161,-106.828260010329,Eagle,CO
1326,Bootstrap Brewing,micro,40.16140505,-105.106280819542,Boulder,CO
1327,Bootstrap Brewing Co,micro,40.09681246875,-105.16915809375,Boulder,CO
1328,Bottom Shelf Brewery,brewpub,37.2251348,-107.5990683,La Plata,CO
1329,Boulder Beer Co,regional,40.026439,-105.2480158,Boulder,CO
1330,Boulder Beer On Walnut,brewpub,40.0168555,-105.2804375,Boulder,CO
1331,Breckenridge Brewery & Pub,large,39.4762039248617,-106.044566462636,Summit,CO
1332,Brew Pub and Kitchen,brewpub,37.2703646364737,-107.883154906291,La Plata,CO
1333,Brewery Rickoli,micro,39.7757286,-105.0818046,Jefferson,CO
1334,Bristol Brewing Co,micro,38.8108617,-104.827401,El Paso,CO
1335,Brix Taphouse and Brewery,brewpub,40.4249546122449,-104.691137122449,Weld,CO
1336,BRU Handbuilt Ales and Eats,brewpub,40.0141462,-105.2293345,Boulder,CO
1337,Buckhorn Brewers LLC,micro,40.4058904,-105.0925735,Larimer,CO
1338,Bull & Bush Brewery,brewpub,39.7116689,-104.9488456,Denver,CO
1339,Butcherknife Brewing Company,micro,40.510887,-106.857763,Routt,CO
1340,C.B. and Potts/Big Horn Brewery - Highlands Ranch,brewpub,39.5621167359539,-104.988724575332,Douglas,CO
1341,C.B. and Potts/Big Horn Brewery - Westminster,brewpub,39.9137611541353,-105.004089874687,Adams,CO
1342,Call To Arms Brewing Company,micro,39.7788541,-105.0435373,Denver,CO
1343,Carbondale Beer Works,brewpub,39.400607122449,-107.213490897959,Garfield,CO
1344,Carver Brewing Co,brewpub,37.2748415,-107.8800415,La Plata,CO
1345,Cerberus Brewing Company,brewpub,38.8330574,-104.8374071,El Paso,CO
1346,Cerebral Brewing,micro,39.7396825306122,-104.945178326531,Denver,CO
1347,City Star Brewing,micro,40.3050521371222,-105.080946465525,Larimer,CO
1348,Cogstone Brewing Co,brewpub,38.8795959531559,-104.755660034485,El Paso,CO
1349,Colorado Boy Pizzeria,brewpub,38.4788787229881,-107.877365975036,Montrose,CO
1350,Colorado Boy Pub & Brewery,brewpub,38.152358,-107.757768545455,Ouray,CO
1351,Colorado Farm Brewery,micro,37.4002604814483,-105.985591761422,Alamosa,CO
1352,Colorado Mountain Brewery,micro,38.9910371644874,-104.808398853641,El Paso,CO
1353,Colorado Plus,brewpub,39.7693524,-105.0916384,Jefferson,CO
1354,CooperSmiths Pub and Brewing,brewpub,40.5873784,-105.0755188,Larimer,CO
1355,Copper Club Brewing Co,micro,39.1591638,-108.731492100058,Mesa,CO
1356,Crabtree Brewing,micro,40.3899004,-104.7875038,Weld,CO
1357,Crazy Mountain Brewing Co,regional,39.7236117142857,-105.000292571429,Denver,CO
1358,Crow Hop Brewing Co. Ltd.,micro,40.3953648571429,-105.073514428571,Larimer,CO
1359,Declaration Brewing Company,micro,39.6797315510204,-104.991005612245,Denver,CO
1360,Denver Beer Co,micro,39.7583143,-105.0072502,Denver,CO
1361,Denver Beer Co Canworks,micro,39.7769429,-105.0008302,Denver,CO
1362,Denver Beer Co Olde Town Arvada,micro,39.801625,-105.0814554,Jefferson,CO
1363,DeSteeg Brewing Co/Blind Faith Brewing,micro,39.7760619,-105.0438193,Denver,CO
1364,Diebolt Brewing,micro,39.770332,-105.0032079,Denver,CO
1365,Dillon Dam Brewery,brewpub,39.62760465,-106.060312902355,Summit,CO
1366,Dolores River Brewery,brewpub,37.47323,-108.504562,Montezuma,CO
1367,Dos Luces Brewery,contract,39.6830067,-104.9874923,Denver,CO
1368,Dry Dock Brewing Co- South Dock,micro,39.6529424,-104.7680096,Arapahoe,CO
1369,Dueces Wild Brewery,micro,38.8877651,-104.7034318,El Paso,CO
1370,Durango Brewing Co,brewpub,37.297647,-107.871981,La Plata,CO
1371,Echo Brewing Cask and Barrel,brewpub,40.05042825,-105.047767891486,Weld,CO
1372,Echo Brewing Company,brewpub,40.111448,-104.944202,Weld,CO
1373,Eddyline Brewing LLC,micro,38.84025,-106.131606,Chaffee,CO
1374,Edgewater Brewery,brewpub,39.055655877551,-108.557514387755,Mesa,CO
1375,Elevation Beer Company,micro,38.5180443402639,-106.065937703811,Chaffee,CO
1376,Elk Avenue Brewing Company,brewpub,38.8698468478177,-106.986168851588,Gunnison,CO
1377,Endo Brewing Company,micro,40.0144311,-105.1341065,Boulder,CO
1378,"Epic Brewing Co., LLC",micro,39.7632294,-104.9813405,Denver,CO
1379,Equinox Brewing,micro,40.5863266,-105.0757134,Larimer,CO
1380,Factotum Brewhouse,micro,39.7702043,-105.0020653,Denver,CO
1381,FATE Brewing Company,brewpub,40.0149794,-105.2454818,Boulder,CO
1382,Fermaentra,micro,39.6784277,-104.9428631,Denver,CO
1383,FH Beerworks,micro,38.8260086,-104.8237318,El Paso,CO
1384,Floodstage Ale Works,brewpub,39.9845656365982,-104.822100851988,Adams,CO
1385,Florence Brewing Company,micro,38.3899222,-105.1177755,Fremont,CO
1386,Gold Camp Brewing Co,micro,38.8195724,-104.823552,El Paso,CO
1387,Golden City Brewery,brewpub,39.7547116734694,-105.222781326531,Jefferson,CO
1388,Goldspot Brewing Co,micro,39.7868924,-105.0343545,Denver,CO
1389,Good River Beer Company,contract,39.6842121795073,-104.98981685351,Denver,CO
1390,Gore Range Brewery,brewpub,39.6436746055544,-106.595322816081,Eagle,CO
1391,Grand Adventure Brewing Company,brewpub,40.0599844027544,-106.39256560329,Grand,CO
1392,"Grand Lake Brewing Co, The",brewpub,39.799274122449,-105.082455959184,Jefferson,CO
1393,Grandma's House,micro,39.7435056734694,-104.987273714286,Denver,CO
1394,Great Divide Brewing Co,regional,39.7539229,-104.9885279,Denver,CO
1395,Great Frontier Brewing Company,micro,39.6813614,-105.117721624754,Jefferson,CO
1396,"Guanella Pass Brewing Company, LLC",micro,39.705772,-105.697303,Clear Creek,CO
1397,High Hops Brewery,micro,40.4799901,-104.9357557,Weld,CO
1398,HighSide Brewery,micro,39.5766332871669,-106.093541588347,Summit,CO
1399,Hogshead Brewery,micro,39.758232,-105.04506,Denver,CO
1400,Horsefly Brewing Co,brewpub,38.48272365,-107.871305973622,Montrose,CO
1401,Industrial Revolution Brewing Company,micro,40.0516152857143,-105.047755571429,Weld,CO
1402,Iron Bird Brewing Co.,brewpub,38.8280292,-104.8223799,El Paso,CO
1403,Irwin Brewing Company,micro,38.8669557341938,-106.985301204786,Gunnison,CO
1404,J Moe's Brewing Company,brewpub,39.7800007,-104.9791943,Denver,CO
1405,Jagged Mountain Brewery,micro,39.7522457,-104.9913673,Denver,CO
1406,Joyride Brewing Co,micro,39.7531231,-105.053492,Jefferson,CO
1407,Kannah Creek Brewing Co,brewpub,39.0851394656243,-108.552261452459,Mesa,CO
1408,Kokopelli Beer Company,brewpub,39.8590102032508,-105.06403858694,Jefferson,CO
1409,Lady Justice Brewing Company,micro,39.7909855,-105.0593393,Denver,CO
1410,Lake City Brewing Company,brewpub,38.0272948560266,-107.319133465444,Hinsdale,CO
1411,Launch Pad Brewery,micro,39.6853036,-104.7911253,Arapahoe,CO
1412,Left Hand Brewing Company,regional,40.158688,-105.116840311558,Boulder,CO
1413,Little Machine,micro,39.7474051,-105.0243557,Denver,CO
1414,Local Relic,brewpub,38.82871975,-104.820386564551,El Paso,CO
1415,Lone Tree Brewing Co,micro,39.5629869684277,-104.894207450861,Douglas,CO
1416,Long Table Brewing,micro,39.7581802448792,-104.928343,Denver,CO
1417,Lost Friend Brewing Company,micro,38.9082661039119,-104.782362642736,El Paso,CO
1418,Loveland Aleworks,micro,40.395410122449,-105.076967204082,Larimer,CO
1419,Lumpy Ridge Brewing Co,micro,40.367158,-105.503658,Larimer,CO
1420,Mad Jack's Mountain Brewery,micro,39.4065126885825,-105.477435203567,Park,CO
1421,Mahogany Ridge Brewery & Grill,brewpub,40.4838923566791,-106.830688335469,Routt,CO
1422,Main Street Brewery/Four Corners,brewpub,37.3484244,-108.5846644,Montezuma,CO
1423,Mash Lab Brewing,micro,40.4386997959184,-104.967793571429,Larimer,CO
1424,McClellan's Brewing Company,brewpub,40.5737952040816,-105.11518055102,Larimer,CO
1425,MillerCoors Brewing Co - Golden,large,39.759495,-105.219592,Jefferson,CO
1426,Mockery Brewing,micro,39.7712389,-104.9797349,Denver,CO
1427,Moonlight Pizza,brewpub,38.5350227142857,-105.993161571429,Chaffee,CO
1428,Mother Tucker Brewery,micro,39.914024759542,-104.958258053435,Adams,CO
1429,Mountain Cowboy Brewing Company,brewpub,40.0985547346939,-104.93697955102,Weld,CO
1430,Mountain Sun Pub and Brewery,brewpub,40.0190131,-105.2752277,Boulder,CO
1431,New Image Brewing Co,brewpub,39.7993834693878,-105.082459510204,Jefferson,CO
1432,New Terrain Brewing Company,micro,39.7778197470628,-105.185103571308,Jefferson,CO
1433,Novel Strand Brewing,micro,39.718471,-104.992318204082,Denver,CO
1434,Odd13 Brewing Inc,micro,39.9983626,-105.0878839,Boulder,CO
1435,Odell Brewing Co - Denver,micro,39.7621447,-104.9810078,Denver,CO
1436,Oskar Blues Brewery - Lyons,brewpub,40.2245133216038,-105.267693405737,Boulder,CO
1437,Our Mutual Friend Brewing,micro,39.7605777,-104.9825596,Denver,CO
1438,Ouray Brewery,brewpub,38.0229071,-107.6712878,Ouray,CO
1439,Ourayle House Brewery,micro,38.0240204079867,-107.671404818667,Ouray,CO
1440,Outer Range Brewing Co,micro,39.5892615,-106.0989298,Summit,CO
1441,Palisade Brewing Company,brewpub,39.11109565,-108.354255299589,Mesa,CO
1442,Paonia United Brewing Company,micro,38.8689945454444,-107.597696869091,Delta,CO
1443,Paradox Beer Co,micro,38.94440915,-105.155048625439,Teller,CO
1444,Pdub Brewing Co,brewpub,38.3164023,-104.7084175,Pueblo,CO
1445,Peak To Peak Tap & Brew,brewpub,39.6750535,-104.8366181,Arapahoe,CO
1446,Peak To Peak Tap & Brew,micro,39.7402157,-104.8505299,Adams,CO
1447,Periodic Brewing LLC,brewpub,39.2496419048566,-106.291776692933,Lake,CO
1448,Periodic Brewing Northglenn,micro,39.8994022605306,-104.961949519177,Adams,CO
1449,Phantom Canyon Brewing Co,brewpub,38.83423935,-104.824931398737,El Paso,CO
1450,Pilothouse Brewing Company,micro,39.6399322244898,-104.791550755102,Arapahoe,CO
1451,Pints Pub Brewery and Freehouse,brewpub,39.737018,-104.9908538,Denver,CO
1452,Platt Park Brewing Co.,micro,39.6826741641985,-104.980596679125,Denver,CO
1453,Prost Brewing,micro,39.761363,-105.0067758,Denver,CO
1454,Pug Ryan's Brewing Company,brewpub,39.6283267476565,-106.046759752977,Summit,CO
1455,Pumphouse Brewery and Restaurant,brewpub,40.1687619,-105.1020999,Boulder,CO
1456,Red Mountain Brewing,brewpub,38.020713,-107.671615,Ouray,CO
1457,Redgarden Brewery,brewpub,39.9674475,-105.1138827,Boulder,CO
1458,Renegade Brewing Company,micro,39.7183139183674,-104.999263734694,Denver,CO
1459,Renegade Brewing Company - Production,micro,39.7183139183674,-104.999263734694,Denver,CO
1460,Riff Raff Brewing,brewpub,37.268740056181,-107.008154647924,Archuleta,CO
1461,Rock Bottom Brewery - Centerra Promenade,brewpub,40.418114,-104.990384978473,Larimer,CO
1462,Rock Bottom Brewery - Colorado Springs,brewpub,38.8811909,-104.718194,El Paso,CO
1463,Rock Cut Brewing Company,micro,40.3723782473414,-105.523210505317,Larimer,CO
1464,Rockslide Brewing Co,brewpub,39.0670106,-108.565915328517,Mesa,CO
1465,Rockyard Brewing Company,brewpub,39.4096188,-104.8723394,Douglas,CO
1466,Royal Gorge Brew Pub,brewpub,38.4401053943236,-105.241811269967,Fremont,CO
1467,Saint Patrick's Brewing Company,micro,39.6125875,-105.024584,Arapahoe,CO
1468,San Luis Valley Brewing Co,brewpub,37.4681813,-105.8742898,Alamosa,CO
1469,Seedstock Brewery,micro,39.7402520324939,-105.034851939335,Denver,CO
1470,Shamrock Brewing Company,brewpub,38.2696530204082,-104.607864428571,Pueblo,CO
1471,Sherpa Brewery Pvt. Ltd.,contract,39.7443713,-105.19634236597,Jefferson,CO
1472,Sleeping Giant Brewing Company,micro,39.723797496944,-105.01677288236,Denver,CO
1473,Smuggler's Brewpub,brewpub,37.9358017999979,-107.811427371429,San Miguel,CO
1474,Square Peg Brewerks,micro,37.4681813,-105.8742898,Alamosa,CO
1475,Steamworks Brewing Co,brewpub,37.272176,-107.87979,La Plata,CO
1476,Stein Brewing Company,micro,40.0238083,-105.2378323,Boulder,CO
1477,Suds Brothers Brewing Co #2,brewpub,39.1591622,-108.73268805,Mesa,CO
1478,The Bakers' Brewery,brewpub,39.6297619317425,-106.067200204168,Summit,CO
1479,The Brew On Broadway (The BoB),micro,39.6541679183673,-104.987719959184,Arapahoe,CO
1480,The Intrepid Sojourner Beer Project,micro,39.7291386,-104.9993865,Denver,CO
1481,The Post Brewing Co,brewpub,40.0184764897959,-105.278894204082,Boulder,CO
1482,The Post Brewing Co,brewpub,39.99461105,-105.091316505787,Boulder,CO
1483,The Sandlot Brewery At Coors Field,large,39.7557183618995,-104.992648394272,Denver,CO
1484,Thirsty Monk Pub Brewery,micro,39.743154,-104.9682507754,Denver,CO
1485,Three Barrel Brewing Co,brewpub,37.6790756,-106.3567109,Rio Grande,CO
1486,Three Four Beer Company,brewpub,40.5726176,-105.0959634,Larimer,CO
1487,Tilted Barrel Brew Pub,contract,40.4215801632653,-105.077316734694,Larimer,CO
1488,Tommyknocker Brewery & Pub,micro,39.7417505,-105.5176775,Clear Creek,CO
1489,Tumbleweed Brewing and Wine Company,brewpub,40.1246275918367,-102.723886530612,Yuma,CO
