Q1,Q2,Q3,Q4
60323,,55820,
75269,,52961,
56265,,69455,
102233,,84377,
65534,,72071,
61036,,69455,
73780,,61651,
69101,,46279,
52905,,60058,
80690,,48637,
60316,,84377,
46061,,84377,
54471,,40784,
58956,,57252,
94899,,86138,
70130,,69455,
57789,,69455,
79941,,69455,
60555,,52961,
53341,,84377,
151806,,55448,
84405,,69455,
78779,,55619,
60202,,57252,
102338,,55448,
102338,,70699,
44777,,53054,
102338,,55448,
102338,,48637,
57152,,57371,
57325,,57252,
77828,,44547,
60713,,68051,
61687,,63977,
65494,,60251,
83997,,64648,
,,57753,
,,57753,
,,60251,
,,58441,
,,59201,
,,52693,
,,52503,
,,54704,
,,52870,
,,52503,
,,64648,
,,51016,
,,60251,
,,66321,
,,66321,
,,65040,
,,47966,
,,64648,
,,91645,
,,66321,
,,69709,
,,49924,
,,64648,
,,54704,
,,60251,
,,68611,
,,62720,
,,61351,
,,64648,
,,59201,
,,60251,
,,49924,
,,52503,
,,49679,
,,57753,
,,54704,
,,66321,
,,110252,
,,43621,
,,58747,
,,78540,
,,64648,
,,60251,
,,43621,
,,64648,
,,57439,
,,43754,
,,52503,
,,52503,
,,57753,
,,43621,
,,68611,
,,64648,
,,60251,
,,60251,
,,57753,
,,68724,
,,48018,
,,49924,
,,50832,
,,52503,
,,60251,
,,64648,
,,57753,
,,68611,
,,68611,
,,60624,
,,55623,
,,55623,
,,52503,
,,64648,
,,50671,
,,110252,
,,54704,
,,60251,
,,60251,
,,67075,
,,52503,
,,52503,
,,65040,
,,52503,
,,57753,
,,60251,
,,66321,
,,60251,
,,60251,
,,60251,
,,64723,
,,64648,
,,52503,
,,52105,
,,64706,
,,57668,
,,56272,
,,64706,
,,57668,
,,57668,
,,56272,
,,43025,
,,57668,
,,56272,
,,75111,
,,56272,
,,48522,
,,57668,
,,72469,
,,51267,
,,59339,
,,72469,
,,72469,
,,48530,
,,72469,
,,42019,
,,64058,
,,59339,
,,72469,
,,56367,
,,85665,
,,85665,
,,52298,
,,48940,
,,48940,
,,72469,
,,71815,
,,72469,
,,80539,
,,85665,
,,72469,
,,72469,
,,64058,
,,71815,
,,72469,
,,85665,
,,71880,
,,72469,
,,72469,
,,72469,
,,72469,
,,68835,
,,72469,
,,72469,
,,72469,
,,57212,
,,72469,
,,72469,
,,72469,
,,72469,
,,48940,
,,64058,
,,80539,
,,72469,
,,57212,
,,56367,
,,69148,
,,56367,
,,52298,
,,57212,
,,72469,
,,72469,
,,64058,
,,72469,
,,64058,
,,71880,
,,71880,
,,69148,
,,56367,
,,39874,
,,52106,
,,72469,
,,85665,
,,85665,
,,72469,
,,85665,
,,52298,
,,58286,
,,71815,
,,71880,
,,64799,
,,60235,
,,69101,
,,64799,
,,59407,
,,60763,
,,73780,
,,64799,
,,53762,
,,73780,
,,48798,
,,64799,
,,53439,
,,64799,
,,69101,
,,64799,
,,64799,
,,64799,
,,51923,
,,47598,
,,47598,
,,67515,
,,65436,
,,59407,
,,93587,
,,64799,
,,65436,
,,64799,
,,56265,
,,48055,
,,51923,
,,64799,
,,69101,
,,47598,
,,69101,
,,93587,
,,75269,
,,72576,
,,60323,
,,47598,
,,47598,
,,64799,
,,65534,
,,64799,
,,67515,
,,65558,
,,47598,
,,69101,
,,72576,
,,92340,
,,64799,
,,64799,
,,65436,
,,102233,
,,69101,
,,49082,
,,47598,
,,65436,
,,62165,
,,86450,
,,74230,
,,62165,
,,86450,
,,80862,
,,86450,
,,64399,
,,70980,
,,70980,
,,70980,
,,52905,
,,52240,
,,68468,
,,70980,
,,70980,
,,64399,
,,70980,
,,70980,
,,73890,
,,64399,
,,70980,
,,64399,
,,70980,
,,53902,
,,53902,
,,63162,
,,58919,
,,60316,
,,66434,
,,63846,
,,57802,
,,63846,
,,69391,
,,43583,
,,57802,
,,63846,
,,63846,
,,51303,
,,60316,
,,63846,
,,60316,
,,49083,
,,51303,
,,63846,
,,49083,
,,51879,
,,51879,
,,63846,
,,57802,
,,119637,
,,52659,
,,119637,
,,63846,
,,54931,
,,60316,
,,60316,
,,63846,
,,63846,
,,63846,
,,61638,
,,80690,
,,87976,
,,61638,
,,57439,
,,72890,
,,80690,
,,58956,
,,62143,
,,56079,
,,61638,
,,83704,
,,57789,
,,61638,
,,59039,
,,61638,
,,51078,
,,78801,
,,61638,
,,55301,
,,88833,
,,56945,
,,90910,
,,70130,
,,70130,
,,58956,
,,80690,
,,48629,
,,59538,
,,61638,
,,61807,
,,61807,
,,61807,
,,96847,
,,80690,
,,73214,
,,73214,
,,56758,
,,96847,
,,61638,
,,105763,
,,61807,
,,70130,
,,61638,
,,57439,
,,57513,
,,56079,
,,62827,
,,70130,
,,88833,
,,70694,
,,61807,
,,53137,
,,90910,
,,80690,
,,70130,
,,54465,
,,61807,
,,78341,
,,56079,
,,46991,
,,61638,
,,70130,
,,61638,
,,54465,
,,88833,
,,61638,
,,92661,
,,92661,
,,70130,
,,61807,
,,80690,
,,61638,
,,59538,
,,96847,
,,61807,
,,80690,
,,61638,
,,51535,
,,80690,
,,79941,
,,80196,
,,79941,
,,79941,
,,79941,
,,87610,
,,79941,
,,62541,
,,112482,
,,76483,
,,76483,
,,76483,
,,65879,
,,73574,
,,76483,
,,56948,
,,76483,
,,50942,
,,61843,
,,60555,
,,60555,
,,40240,
,,66591,
,,50949,
,,137849,
,,84405,
,,66397,
,,36073,
,,151806,
,,52437,
,,45534,
,,77361,
,,151806,
,,151806,
,,47335,
,,151806,
,,77847,
,,37678,
,,48189,
,,52277,
,,50949,
,,55816,
,,52437,
,,78491,
,,151806,
,,52387,
,,151806,
,,60254,
,,68975,
,,50949,
,,61878,
,,58717,
,,52877,
,,84405,
,,109090,
,,78491,
,,50949,
,,86332,
,,127898,
,,50949,
,,100444,
,,151806,
,,50411,
,,54885,
,,41908,
,,118986,
,,54888,
,,52437,
,,151806,
,,79739,
,,54888,
,,54888,
,,78491,
,,56569,
,,58717,
,,62121,
,,54296,
,,53111,
,,52437,
,,151806,
,,54296,
,,84405,
,,78491,
,,45534,
,,62121,
,,52437,
,,55816,
,,50949,
,,48189,
,,53022,
,,71742,
,,50949,
,,50949,
,,106208,
,,66591,
,,60254,
,,52387,
,,102338,
,,89119,
,,78779,
,,102338,
,,44777,
,,57316,
,,89119,
,,68656,
,,69163,
,,79268,
,,59976,
,,59838,
,,80407,
,,59976,
,,102338,
,,67551,
,,102338,
,,102338,
,,102338,
,,60202,
,,102338,
,,77890,
,,102338,
,,89119,
,,102338,
,,59838,
,,58525,
,,102338,
,,60556,
,,59838,
,,72173,
,,79268,
,,78779,
,,60567,
,,67551,
,,77890,
,,57316,
,,102338,
,,102338,
,,102338,
,,102338,
,,69113,
,,80407,
,,102338,
,,78779,
,,68656,
,,55674,
,,102338,
,,89119,
,,102338,
,,102338,
,,102338,
,,77890,
,,102338,
,,55674,
,,59976,
,,80407,
,,59346,
,,69113,
,,68656,
,,68656,
,,89119,
,,102338,
,,79268,
,,102338,
,,102338,
,,102338,
,,102338,
,,68656,
,,102338,
,,59976,
,,78779,
,,77890,
,,102338,
,,50521,
,,102338,
,,78779,
,,78779,
,,59976,
,,102338,
,,102338,
,,102338,
,,102338,
,,102338,
,,60556,
,,55000,
,,60202,
,,102338,
,,78779,
,,102338,
,,55674,
,,102338,
,,102338,
,,59976,
,,61123,
,,60849,
,,102338,
,,59172,
,,89119,
,,102338,
,,78779,
,,55674,
,,79268,
,,59976,
,,59346,
,,68656,
,,102338,
,,68656,
,,89119,
,,78779,
,,57152,
,,78779,
,,89119,
,,89119,
,,80407,
,,102338,
,,59976,
,,102338,
,,55674,
,,68656,
,,55674,
,,102338,
,,59172,
,,59976,
,,72847,
,,72173,
,,78779,
,,59976,
,,40023,
,,46285,
,,50390,
,,46285,
,,55652,
,,75225,
,,47222,
,,47222,
,,53505,
,,62108,
,,65494,
,,61691,
,,53505,
,,60713,
,,66092,
,,69219,
,,53505,
,,59128,
,,87098,
,,55651,
,,61687,
,,59643,
,,53505,
,,77828,
,,59643,
,,77828,
,,77828,
,,67390,
,,53505,
,,61506,
,,53505,
,,53505,
,,65494,
,,77828,
,,77828,
,,59758,
,,61326,
,,87098,
,,62108,
,,56418,
,,61691,
,,66460,
,,61691,
,,61624,
,,62765,
,,80354,
,,66460,
,,57247,
,,60728,
,,47202,
,,58065,
,,65494,
,,71098,
,,62108,
,,64972,
,,53505,
,,55576,
,,59758,
,,71098,
,,53505,
,,53505,
,,77828,
,,83997,
,,56150,
,,56150,
,,70775,
,,52216,
,,69613,
,,69613,
,,72481,
,,64030,
,,98837,
,,57224,
,,98837,
,,80639,
,,72721,
,,72721,
,,83576,
,,95761,
,,83576,
,,72721,
,,95761,
,,97688,
,,74530,
,,51134,
,,107589,
,,71891,
,,52309,
,,83576,
,,95761,
,,86202,
,,83576,
,,107589,
,,71891,
,,72721,
,,87084,
,,76599,
,,95761,
,,75456,
,,75456,
,,75456,
,,75332,
,,106892,
,,75456,
,,75456,
,,75226,
,,66258,
,,66621,
,,49880,
,,90395,
,,79622,
,,72295,
,,72295,
,,61768,
,,69375,
,,59510,
,,61768,
,,51228,
,,53113,
,,57280,
,,77905,
,,67331,
,,62481,
,,72679,
,,47452,
,,58981,
,,68692,
,,59025,
,,60053,
,,45092,
,,66803,
,,75254,
,,39068,
,,55910,
,,75254,
,,102951,
,,85357,
,,90584,
,,106543,
,,76728,
,,56739,
,,65041,
,,52285,
,,81257,
,,46677,
,,54704,
,,49610,
,,65041,
,,68652,
,,82323,
,,68652,
,,57907,
,,57907,
,,41808,
,,57279,
,,73731,
,,67264,
,,71733,
,,71733,
,,91416,
,,82862,
,,64495,
,,83998,
,,79475,
,,56148,
,,51064,
,,56897,
,,63240,
,,83188,
,,61713,
,,58927,
,,117767,
,,61597,
,,86624,
,,62159,
,,83188,
,,66754,
,,42764,
,,45823,
,,84377,
,,55820,
,,84377,
,,47890,
,,84377,
,,46012,
,,61651,
,,84377,
,,43621,
,,57753,
,,67075,
,,59201,
,,56272,
,,57668,
,,72469,
,,48530,
,,72469,
,,72469,
,,72469,
,,64058,
,,80539,
,,54099,
,,67418,
,,53439,
,,86450,
,,70980,
,,59036,
,,52659,
,,52659,
,,52659,
,,61807,
,,51078,
,,92661,
,,46207,
,,61807,
,,80690,
,,83704,
,,71835,
,,36073,
,,44619,
,,58717,
,,151806,
,,79086,
,,50949,
,,69163,
,,80407,
,,59976,
,,67551,
,,68656,
,,78779,
,,102338,
,,102338,
,,78779,
,,72847,
,,78779,
,,55674,
,,53505,
,,77828,
,,66460,
,,64030,
